id,talk_time,talk_charge,sms,sms_charge,total_charge,plan
4540,95,2854,112,5.6,2883.6,PlanB
4541,97,2911,976,48.8,2964.8,PlanB
4542,64,1924,942,47.1,1992.1,PlanB
4543,16,485,171,8.55,506.55,PlanB
4544,88,2641,5,0.25,2645.25,PlanB
4545,77,2315,629,31.45,2394.45,PlanB
4546,69,2071,361,18.05,2120.05,PlanB
4547,6,184,492,24.6,227.6,PlanB
4548,41,1231,213,10.65,1258.65,PlanB
4549,48,1443,485,24.25,1494.25,PlanB
4550,6,184,248,12.4,227.4,PlanB
4551,11,332,199,9.95,350.95,PlanB
4552,61,1834,167,8.35,1855.35,PlanB
4553,17,515,365,18.25,552.25,PlanB
4554,63,1893,43,2.15,1936.15,PlanB
4555,29,874,81,4.05,883.05,PlanB
4556,35,1053,431,21.55,1099.55,PlanB
4557,1,31,470,23.5,72.5,PlanB
4558,88,2643,940,47,2740,PlanB
4559,34,1021,665,33.25,1078.25,PlanB
4560,98,2944,71,3.55,2988.55,PlanB
4561,13,393,538,26.9,447.9,PlanB
4562,71,2135,687,34.35,2203.35,PlanB
4563,19,571,881,44.05,652.05,PlanB
4564,6,185,46,2.3,227.3,PlanB
4565,73,2195,908,45.4,2271.4,PlanB
4566,26,781,154,7.7,799.7,PlanB
4567,61,1832,302,15.1,1888.1,PlanB
4568,33,995,819,40.95,1054.95,PlanB
4569,61,1831,40,2,1877,PlanB
4570,21,635,814,40.7,696.7,PlanB
4571,62,1862,490,24.5,1913.5,PlanB
4572,91,2733,521,26.05,2764.05,PlanB
4573,80,2402,748,37.4,2461.4,PlanB
4574,38,1144,941,47.05,1223.05,PlanB
4575,58,1745,329,16.45,1773.45,PlanB
4576,52,1562,957,47.85,1618.85,PlanB
4577,74,2221,330,16.5,2249.5,PlanB
4578,82,2464,391,19.55,2523.55,PlanB
4579,23,691,687,34.35,748.35,PlanB
4580,43,1294,422,21.1,1326.1,PlanB
4581,50,1504,964,48.2,1574.2,PlanB
4582,20,604,498,24.9,668.9,PlanB
4583,72,2164,117,5.85,2204.85,PlanB
4584,44,1325,3,0.15,1329.15,PlanB
4585,56,1685,400,20,1727,PlanB
4586,81,2431,218,10.9,2483.9,PlanB
4587,31,932,607,30.35,968.35,PlanB
4588,67,2015,134,6.7,2043.7,PlanB
4589,41,1232,525,26.25,1264.25,PlanB
4590,83,2491,823,41.15,2575.15,PlanB
4591,26,781,252,12.6,817.6,PlanB
4592,11,332,657,32.85,376.85,PlanB
4593,87,2614,59,2.95,2665.95,PlanB
4594,31,933,573,28.65,1007.65,PlanB
4595,52,1564,345,17.25,1587.25,PlanB
4596,18,544,661,33.05,621.05,PlanB
4597,34,1024,717,35.85,1067.85,PlanB
4598,11,334,237,11.85,374.85,PlanB
4599,55,1653,725,36.25,1736.25,PlanB
4600,41,1234,200,10,1294,PlanB
4601,33,995,945,47.25,1046.25,PlanB
4602,78,2341,913,45.65,2394.65,PlanB
4603,7,213,148,7.4,228.4,PlanB
4604,12,365,349,17.45,406.45,PlanB
4605,75,2251,885,44.25,2343.25,PlanB
4606,98,2942,677,33.85,2985.85,PlanB
4607,61,1834,439,21.95,1895.95,PlanB
4608,81,2431,773,38.65,2505.65,PlanB
4609,54,1625,95,4.75,1661.75,PlanB
4610,70,2103,289,14.45,2146.45,PlanB
4611,61,1834,815,40.75,1883.75,PlanB
4612,11,332,523,26.15,376.15,PlanB
4613,77,2314,815,40.75,2361.75,PlanB
4614,80,2402,327,16.35,2420.35,PlanB
4615,38,1145,764,38.2,1193.2,PlanB
4616,100,3003,274,13.7,3022.7,PlanB
4617,27,813,203,10.15,865.15,PlanB
4618,85,2555,594,29.7,2614.7,PlanB
4619,25,752,465,23.25,778.25,PlanB
4620,34,1023,334,16.7,1078.7,PlanB
4621,51,1531,350,17.5,1552.5,PlanB
4622,85,2551,453,22.65,2592.65,PlanB
4623,10,302,739,36.95,364.95,PlanB
4624,80,2403,776,38.8,2490.8,PlanB
4625,45,1351,592,29.6,1408.6,PlanB
4626,93,2791,399,19.95,2821.95,PlanB
4627,35,1051,608,30.4,1131.4,PlanB
4628,65,1953,885,44.25,2024.25,PlanB
4629,32,963,355,17.75,1024.75,PlanB
4630,93,2792,504,25.2,2831.2,PlanB
4631,36,1081,696,34.8,1164.8,PlanB
4632,6,181,370,18.5,230.5,PlanB
4633,39,1171,721,36.05,1213.05,PlanB
4634,52,1562,544,27.2,1605.2,PlanB
4635,59,1775,304,15.2,1818.2,PlanB
4636,86,2584,86,4.3,2613.3,PlanB
4637,44,1323,831,41.55,1377.55,PlanB
4638,1,35,990,49.5,130.5,PlanB
4639,21,631,273,13.65,651.65,PlanB
4640,90,2702,192,9.6,2744.6,PlanB
4641,14,425,940,47,473,PlanB
4642,76,2282,335,16.75,2304.75,PlanB
4643,97,2913,753,37.65,2992.65,PlanB
4644,100,3004,242,12.1,3066.1,PlanB
4645,3,94,884,44.2,155.2,PlanB
4646,2,61,215,10.75,119.75,PlanB
4647,39,1175,496,24.8,1205.8,PlanB
4648,95,2853,430,21.5,2882.5,PlanB
4649,7,211,164,8.2,251.2,PlanB
4650,63,1892,965,48.25,1950.25,PlanB
4651,88,2645,313,15.65,2669.65,PlanB
4652,6,185,777,38.85,254.85,PlanB
4653,8,241,697,34.85,319.85,PlanB
4654,84,2522,707,35.35,2575.35,PlanB
4655,56,1682,202,10.1,1722.1,PlanB
4656,10,302,819,40.95,363.95,PlanB
4657,28,842,182,9.1,869.1,PlanB
4658,95,2853,635,31.75,2927.75,PlanB
4659,31,935,802,40.1,977.1,PlanB
4660,7,213,536,26.8,282.8,PlanB
4661,67,2015,150,7.5,2038.5,PlanB
4662,95,2853,703,35.15,2905.15,PlanB
4663,51,1534,360,18,1570,PlanB
4664,41,1231,309,15.45,1281.45,PlanB
4665,52,1563,558,27.9,1604.9,PlanB
4666,69,2074,816,40.8,2118.8,PlanB
4667,39,1175,586,29.3,1232.3,PlanB
4668,66,1983,952,47.6,2053.6,PlanB
4669,61,1831,516,25.8,1884.8,PlanB
4670,70,2103,240,12,2125,PlanB
4671,88,2645,273,13.65,2663.65,PlanB
4672,4,122,486,24.3,190.3,PlanB
4673,10,305,265,13.25,325.25,PlanB
4674,7,212,861,43.05,278.05,PlanB
4675,43,1292,438,21.9,1354.9,PlanB
4676,74,2221,763,38.15,2296.15,PlanB
4677,19,575,298,14.9,629.9,PlanB
4678,5,155,956,47.8,220.8,PlanB
4679,88,2643,198,9.9,2688.9,PlanB
4680,2,61,649,32.45,127.45,PlanB
4681,85,2551,533,26.65,2593.65,PlanB
4682,55,1653,624,31.2,1730.2,PlanB
4683,51,1532,925,46.25,1598.25,PlanB
4684,29,872,915,45.75,929.75,PlanB
4685,65,1952,724,36.2,2006.2,PlanB
4686,55,1653,867,43.35,1742.35,PlanB
4687,5,152,738,36.9,226.9,PlanB
4688,34,1025,417,20.85,1063.85,PlanB
4689,66,1983,750,37.5,2054.5,PlanB
4690,95,2852,693,34.65,2927.65,PlanB
4691,73,2192,919,45.95,2248.95,PlanB
4692,93,2794,518,25.9,2846.9,PlanB
4693,73,2191,177,8.85,2242.85,PlanB
4694,100,3003,807,40.35,3050.35,PlanB
4695,77,2313,559,27.95,2341.95,PlanB
4696,50,1501,507,25.35,1558.35,PlanB
4697,75,2254,629,31.45,2306.45,PlanB
4698,17,515,484,24.2,577.2,PlanB
4699,68,2041,935,46.75,2101.75,PlanB
4700,32,965,251,12.55,1014.55,PlanB
4701,51,1535,600,30,1582,PlanB
4702,72,2161,122,6.1,2178.1,PlanB
4703,30,902,964,48.2,981.2,PlanB
4704,30,905,751,37.55,950.55,PlanB
4705,66,1985,188,9.4,1998.4,PlanB
4706,44,1321,914,45.7,1367.7,PlanB
4707,69,2073,535,26.75,2114.75,PlanB
4708,92,2761,198,9.9,2779.9,PlanB
4709,93,2794,508,25.4,2831.4,PlanB
4710,18,541,494,24.7,611.7,PlanB
4711,58,1742,192,9.6,1763.6,PlanB
4712,60,1802,893,44.65,1891.65,PlanB
4713,23,692,556,27.8,750.8,PlanB
4714,47,1411,637,31.85,1447.85,PlanB
4715,37,1115,662,33.1,1195.1,PlanB
4716,38,1145,365,18.25,1212.25,PlanB
4717,16,483,691,34.55,536.55,PlanB
4718,25,751,506,25.3,811.3,PlanB
4719,80,2404,985,49.25,2491.25,PlanB
4720,29,872,912,45.6,944.6,PlanB
4721,36,1083,591,29.55,1156.55,PlanB
4722,75,2255,987,49.35,2335.35,PlanB
4723,67,2011,557,27.85,2047.85,PlanB
4724,72,2162,377,18.85,2206.85,PlanB
4725,100,3005,534,26.7,3041.7,PlanB
4726,4,124,645,32.25,180.25,PlanB
4727,30,905,859,42.95,963.95,PlanB
4728,41,1232,636,31.8,1264.8,PlanB
4729,9,275,88,4.4,291.4,PlanB
4730,93,2791,347,17.35,2855.35,PlanB
4731,39,1174,365,18.25,1237.25,PlanB
4732,53,1592,965,48.25,1645.25,PlanB
4733,68,2042,813,40.65,2105.65,PlanB
4734,15,454,784,39.2,499.2,PlanB
4735,45,1354,295,14.75,1393.75,PlanB
4736,96,2881,983,49.15,2948.15,PlanB
4737,18,544,614,30.7,616.7,PlanB
4738,82,2465,593,29.65,2524.65,PlanB
4739,7,214,572,28.6,259.6,PlanB
4740,96,2881,516,25.8,2932.8,PlanB
4741,37,1113,482,24.1,1158.1,PlanB
4742,17,512,432,21.6,558.6,PlanB
4743,89,2675,956,47.8,2736.8,PlanB
4744,10,303,718,35.9,345.9,PlanB
4745,83,2492,213,10.65,2515.65,PlanB
4746,77,2314,659,32.95,2359.95,PlanB
4747,83,2492,562,28.1,2524.1,PlanB
4748,28,845,612,30.6,898.6,PlanB
4749,32,962,662,33.1,1005.1,PlanB
4750,2,61,118,5.9,100.9,PlanB
4751,43,1295,433,21.65,1333.65,PlanB
4752,39,1174,465,23.25,1232.25,PlanB
4753,87,2612,140,7,2650,PlanB
4754,68,2045,214,10.7,2067.7,PlanB
4755,9,273,741,37.05,351.05,PlanB
4756,84,2523,328,16.4,2574.4,PlanB
4757,49,1471,449,22.45,1543.45,PlanB
4758,100,3005,322,16.1,3056.1,PlanB
4759,39,1171,138,6.9,1226.9,PlanB
4760,54,1621,218,10.9,1665.9,PlanB
4761,87,2613,266,13.3,2627.3,PlanB
4762,25,752,228,11.4,781.4,PlanB
4763,41,1232,97,4.85,1266.85,PlanB
4764,96,2881,885,44.25,2970.25,PlanB
4765,58,1742,797,39.85,1793.85,PlanB
4766,54,1623,945,47.25,1720.25,PlanB
4767,87,2611,869,43.45,2687.45,PlanB
4768,89,2671,609,30.45,2707.45,PlanB
4769,30,905,91,4.55,931.55,PlanB
4770,64,1924,771,38.55,1991.55,PlanB
4771,11,334,900,45,420,PlanB
4772,79,2373,897,44.85,2428.85,PlanB
4773,80,2404,939,46.95,2483.95,PlanB
4774,39,1174,761,38.05,1222.05,PlanB
4775,6,182,875,43.75,233.75,PlanB
4776,48,1445,615,30.75,1491.75,PlanB
4777,78,2341,453,22.65,2386.65,PlanB
4778,30,901,938,46.9,981.9,PlanB
4779,62,1865,221,11.05,1906.05,PlanB
4780,19,574,369,18.45,604.45,PlanB
4781,54,1623,995,49.75,1674.75,PlanB
4782,10,302,222,11.1,346.1,PlanB
4783,4,121,499,24.95,155.95,PlanB
4784,100,3001,144,7.2,3035.2,PlanB
4785,52,1562,790,39.5,1610.5,PlanB
4786,27,812,354,17.7,857.7,PlanB
4787,95,2851,726,36.3,2890.3,PlanB
4788,54,1623,66,3.3,1638.3,PlanB
4789,4,121,413,20.65,164.65,PlanB
4790,12,362,691,34.55,399.55,PlanB
4791,28,844,588,29.4,912.4,PlanB
4792,81,2433,235,11.75,2466.75,PlanB
4793,58,1745,790,39.5,1829.5,PlanB
4794,73,2191,17,0.85,2207.85,PlanB
4795,79,2371,895,44.75,2420.75,PlanB
4796,47,1414,741,37.05,1480.05,PlanB
4797,78,2344,303,15.15,2409.15,PlanB
4798,93,2795,237,11.85,2807.85,PlanB
4799,32,961,733,36.65,1045.65,PlanB
4800,23,693,144,7.2,702.2,PlanB
4801,63,1891,499,24.95,1959.95,PlanB
4802,62,1861,628,31.4,1914.4,PlanB
4803,51,1533,1,0.05,1560.05,PlanB
4804,66,1982,111,5.55,2000.55,PlanB
4805,97,2915,284,14.2,2961.2,PlanB
4806,56,1681,95,4.75,1712.75,PlanB
4807,17,515,778,38.9,592.9,PlanB
4808,20,601,156,7.8,624.8,PlanB
4809,33,992,633,31.65,1029.65,PlanB
4810,48,1443,594,29.7,1473.7,PlanB
4811,95,2854,761,38.05,2937.05,PlanB
4812,12,364,12,0.6,409.6,PlanB
4813,70,2102,170,8.5,2157.5,PlanB
4814,64,1925,173,8.65,1945.65,PlanB
4815,3,93,653,32.65,146.65,PlanB
4816,19,575,647,32.35,627.35,PlanB
4817,32,963,434,21.7,1016.7,PlanB
4818,36,1084,126,6.3,1100.3,PlanB
4819,30,905,188,9.4,926.4,PlanB
4820,65,1953,44,2.2,2003.2,PlanB
4821,92,2762,179,8.95,2799.95,PlanB
4822,72,2162,987,49.35,2218.35,PlanB
4823,9,273,189,9.45,296.45,PlanB
4824,24,725,561,28.05,756.05,PlanB
4825,13,393,824,41.2,484.2,PlanB
4826,81,2433,204,10.2,2487.2,PlanB
4827,98,2944,333,16.65,2997.65,PlanB
4828,66,1984,71,3.55,2017.55,PlanB
4829,60,1804,511,25.55,1871.55,PlanB
4830,39,1173,631,31.55,1225.55,PlanB
4831,88,2645,638,31.9,2704.9,PlanB
4832,67,2014,721,36.05,2095.05,PlanB
4833,49,1475,706,35.3,1529.3,PlanB
4834,69,2072,233,11.65,2115.65,PlanB
4835,65,1951,635,31.75,2022.75,PlanB
4836,45,1355,555,27.75,1385.75,PlanB
4837,53,1592,600,30,1640,PlanB
4838,57,1713,746,37.3,1774.3,PlanB
4839,24,723,186,9.3,769.3,PlanB
4840,19,572,237,11.85,592.85,PlanB
4841,80,2402,755,37.75,2451.75,PlanB
4842,4,124,438,21.9,164.9,PlanB
4843,58,1741,668,33.4,1816.4,PlanB
4844,36,1082,379,18.95,1106.95,PlanB
4845,12,365,423,21.15,391.15,PlanB
4846,34,1025,323,16.15,1078.15,PlanB
4847,16,483,414,20.7,537.7,PlanB
4848,48,1445,813,40.65,1513.65,PlanB
4849,35,1052,396,19.8,1100.8,PlanB
4850,23,692,749,37.45,768.45,PlanB
4851,99,2975,261,13.05,3013.05,PlanB
4852,8,242,678,33.9,304.9,PlanB
4853,32,965,373,18.65,1021.65,PlanB
4854,5,152,574,28.7,182.7,PlanB
4855,27,813,703,35.15,874.15,PlanB
4856,89,2673,705,35.25,2752.25,PlanB
4857,91,2732,780,39,2801,PlanB
4858,46,1385,246,12.3,1439.3,PlanB
4859,9,272,639,31.95,342.95,PlanB
4860,8,244,623,31.15,281.15,PlanB
4861,60,1803,796,39.8,1892.8,PlanB
4862,53,1593,941,47.05,1666.05,PlanB
4863,64,1921,951,47.55,1998.55,PlanB
4864,18,543,506,25.3,611.3,PlanB
4865,19,575,760,38,635,PlanB
4866,6,184,23,1.15,207.15,PlanB
4867,23,692,304,15.2,735.2,PlanB
4868,46,1383,387,19.35,1406.35,PlanB
4869,89,2675,610,30.5,2747.5,PlanB
4870,11,333,83,4.15,350.15,PlanB
4871,85,2554,352,17.6,2589.6,PlanB
4872,92,2764,158,7.9,2819.9,PlanB
4873,39,1173,639,31.95,1235.95,PlanB
4874,61,1832,857,42.85,1918.85,PlanB
4875,13,392,823,41.15,455.15,PlanB
4876,31,931,625,31.25,970.25,PlanB
4877,52,1561,217,10.85,1603.85,PlanB
4878,42,1263,752,37.6,1325.6,PlanB
4879,76,2281,75,3.75,2301.75,PlanB
4880,39,1171,126,6.3,1184.3,PlanB
4881,57,1713,908,45.4,1792.4,PlanB
4882,90,2702,745,37.25,2785.25,PlanB
4883,98,2944,206,10.3,2996.3,PlanB
4884,38,1145,729,36.45,1210.45,PlanB
4885,4,123,662,33.1,169.1,PlanB
4886,16,484,300,15,507,PlanB
4887,46,1382,296,14.8,1400.8,PlanB
4888,92,2765,138,6.9,2810.9,PlanB
4889,8,244,143,7.15,259.15,PlanB
4890,29,872,132,6.6,925.6,PlanB
4891,47,1411,844,42.2,1487.2,PlanB
4892,76,2285,453,22.65,2357.65,PlanB
4893,21,633,765,38.25,682.25,PlanB
4894,92,2763,585,29.25,2830.25,PlanB
4895,35,1052,893,44.65,1111.65,PlanB
4896,23,693,885,44.25,749.25,PlanB
4897,57,1713,222,11.1,1744.1,PlanB
4898,27,814,762,38.1,865.1,PlanB
4899,49,1474,866,43.3,1521.3,PlanB
4900,82,2463,532,26.6,2519.6,PlanB
4901,87,2615,803,40.15,2702.15,PlanB
4902,89,2674,720,36,2743,PlanB
4903,9,271,84,4.2,316.2,PlanB
4904,98,2945,491,24.55,2977.55,PlanB
4905,60,1803,535,26.75,1860.75,PlanB
4906,24,724,294,14.7,765.7,PlanB
4907,12,365,428,21.4,432.4,PlanB
4908,53,1592,687,34.35,1676.35,PlanB
4909,96,2882,470,23.5,2914.5,PlanB
4910,49,1473,915,45.75,1553.75,PlanB
4911,33,992,40,2,995,PlanB
4912,33,992,323,16.15,1045.15,PlanB
4913,76,2282,853,42.65,2363.65,PlanB
4914,100,3005,889,44.45,3070.45,PlanB
4915,18,541,295,14.75,564.75,PlanB
4916,31,933,807,40.35,983.35,PlanB
4917,19,574,12,0.6,579.6,PlanB
4918,57,1713,680,34,1779,PlanB
4919,67,2013,182,9.1,2055.1,PlanB
4920,64,1925,735,36.75,1971.75,PlanB
4921,68,2043,882,44.1,2109.1,PlanB
4922,84,2524,298,14.9,2562.9,PlanB
4923,78,2343,934,46.7,2414.7,PlanB
4924,11,333,534,26.7,375.7,PlanB
4925,27,811,181,9.05,839.05,PlanB
4926,48,1444,586,29.3,1507.3,PlanB
4927,29,873,491,24.55,909.55,PlanB
4928,83,2492,393,19.65,2559.65,PlanB
4929,64,1923,425,21.25,1956.25,PlanB
4930,54,1625,649,32.45,1686.45,PlanB
4931,81,2435,463,23.15,2486.15,PlanB
4932,96,2885,480,24,2939,PlanB
4933,88,2643,215,10.75,2696.75,PlanB
4934,41,1231,267,13.35,1254.35,PlanB
4935,24,723,257,12.85,739.85,PlanB
4936,39,1172,862,43.1,1217.1,PlanB
4937,10,302,614,30.7,375.7,PlanB
4938,35,1052,674,33.7,1102.7,PlanB
4939,75,2251,642,32.1,2284.1,PlanB
4940,62,1863,634,31.7,1902.7,PlanB
4941,80,2405,52,2.6,2449.6,PlanB
4942,58,1743,319,15.95,1805.95,PlanB
4943,71,2134,826,41.3,2219.3,PlanB
4944,39,1172,477,23.85,1243.85,PlanB
4945,40,1205,286,14.3,1237.3,PlanB
4946,87,2612,645,32.25,2692.25,PlanB
4947,42,1263,774,38.7,1304.7,PlanB
4948,16,481,457,22.85,507.85,PlanB
4949,7,215,524,26.2,281.2,PlanB
4950,89,2675,328,16.4,2716.4,PlanB
4951,17,512,642,32.1,561.1,PlanB
4952,42,1263,34,1.7,1281.7,PlanB
4953,59,1774,66,3.3,1817.3,PlanB
4954,82,2464,688,34.4,2534.4,PlanB
4955,65,1954,350,17.5,1983.5,PlanB
4956,2,61,362,18.1,106.1,PlanB
4957,15,452,832,41.6,518.6,PlanB
4958,57,1713,81,4.05,1765.05,PlanB
4959,100,3002,157,7.85,3047.85,PlanB
4960,63,1894,601,30.05,1962.05,PlanB
4961,35,1055,478,23.9,1115.9,PlanB
4962,58,1742,442,22.1,1780.1,PlanB
4963,16,482,713,35.65,558.65,PlanB
4964,57,1714,780,39,1767,PlanB
4965,50,1505,230,11.5,1525.5,PlanB
4966,73,2195,622,31.1,2273.1,PlanB
4967,49,1474,736,36.8,1513.8,PlanB
4968,92,2763,891,44.55,2824.55,PlanB
4969,84,2524,940,47,2586,PlanB
4970,63,1895,845,42.25,1970.25,PlanB
4971,68,2042,160,8,2076,PlanB
4972,56,1683,301,15.05,1730.05,PlanB
4973,36,1084,32,1.6,1093.6,PlanB
4974,94,2822,871,43.55,2892.55,PlanB
4975,90,2702,480,24,2741,PlanB
4976,39,1173,470,23.5,1211.5,PlanB
4977,22,664,396,19.8,687.8,PlanB
4978,79,2373,307,15.35,2401.35,PlanB
4979,43,1295,849,42.45,1351.45,PlanB
4980,99,2972,80,4,2994,PlanB
4981,41,1231,575,28.75,1285.75,PlanB
4982,1,33,861,43.05,108.05,PlanB
4983,68,2041,52,2.6,2052.6,PlanB
4984,59,1774,53,2.65,1826.65,PlanB
4985,32,961,169,8.45,977.45,PlanB
4986,62,1865,355,17.75,1908.75,PlanB
4987,12,361,891,44.55,440.55,PlanB
4988,14,424,953,47.65,517.65,PlanB
4989,61,1834,356,17.8,1888.8,PlanB
4990,57,1711,756,37.8,1782.8,PlanB
4991,82,2461,888,44.4,2534.4,PlanB
4992,51,1532,796,39.8,1609.8,PlanB
4993,22,664,1,0.05,703.05,PlanB
4994,57,1712,141,7.05,1752.05,PlanB
4995,72,2164,889,44.45,2237.45,PlanB
4996,32,963,79,3.95,992.95,PlanB
4997,82,2463,840,42,2543,PlanB
4998,10,303,965,48.25,388.25,PlanB
4999,48,1444,733,36.65,1515.65,PlanB
5000,75,2253,53,2.65,2293.65,PlanB
5001,77,4621,565,169.5,4838.5,PlanC
5002,100,6002,42,12.6,6060.6,PlanC
5003,85,5104,723,216.9,5330.9,PlanC
5004,56,3364,356,106.8,3471.8,PlanC
5005,54,3244,181,54.3,3325.3,PlanC
5006,45,2704,589,176.7,2902.7,PlanC
5007,29,1741,718,215.4,1957.4,PlanC
5008,77,4621,214,64.2,4715.2,PlanC
5009,82,4925,736,220.8,5194.8,PlanC
5011,62,3724,177,53.1,3813.1,PlanC
5012,73,4385,54,16.2,4417.2,PlanC
5013,3,184,118,35.4,243.4,PlanC
5014,34,2042,654,196.2,2270.2,PlanC
5015,99,5945,300,90,6050,PlanC
5016,10,604,719,215.7,854.7,PlanC
5017,43,2584,476,142.8,2734.8,PlanC
5018,96,5763,279,83.7,5887.7,PlanC
5019,94,5643,75,22.5,5684.5,PlanC
5020,37,2225,781,234.3,2494.3,PlanC
5021,35,2101,741,222.3,2344.3,PlanC
5022,60,3605,203,60.9,3697.9,PlanC
5023,18,1083,880,264,1360,PlanC
5024,58,3482,895,268.5,3761.5,PlanC
5025,71,4263,178,53.4,4339.4,PlanC
5026,50,3004,251,75.3,3099.3,PlanC
5027,42,2524,477,143.1,2677.1,PlanC
5028,35,2101,672,201.6,2332.6,PlanC
5029,33,1985,592,177.6,2167.6,PlanC
5030,19,1144,954,286.2,1474.2,PlanC
5031,70,4204,42,12.6,4220.6,PlanC
5032,72,4323,571,171.3,4504.3,PlanC
5033,6,362,264,79.2,467.2,PlanC
5034,52,3122,66,19.8,3178.8,PlanC
5035,47,2822,9,2.7,2837.7,PlanC
5036,5,305,739,221.7,543.7,PlanC
5037,97,5822,338,101.4,5934.4,PlanC
5038,81,4865,716,214.8,5097.8,PlanC
5039,8,485,877,263.1,761.1,PlanC
5040,79,4741,272,81.6,4853.6,PlanC
5041,41,2461,127,38.1,2534.1,PlanC
5042,58,3485,223,66.9,3572.9,PlanC
5043,7,421,604,181.2,635.2,PlanC
5044,83,4981,288,86.4,5075.4,PlanC
5045,49,2944,278,83.4,3074.4,PlanC
5046,82,4921,662,198.6,5128.6,PlanC
5047,54,3244,667,200.1,3483.1,PlanC
5048,60,3605,543,162.9,3787.9,PlanC
5049,40,2402,722,216.6,2633.6,PlanC
5050,81,4864,878,263.4,5130.4,PlanC
5051,13,784,513,153.9,968.9,PlanC
5052,78,4685,736,220.8,4917.8,PlanC
5053,61,3662,784,235.2,3914.2,PlanC
5054,86,5161,526,157.8,5366.8,PlanC
5055,85,5104,714,214.2,5330.2,PlanC
5056,100,6002,158,47.4,6070.4,PlanC
5057,34,2044,111,33.3,2098.3,PlanC
5058,47,2821,344,103.2,2972.2,PlanC
5059,68,4083,391,117.3,4224.3,PlanC
5060,15,905,718,215.4,1168.4,PlanC
5061,28,1681,550,165,1852,PlanC
5062,66,3964,9,2.7,3986.7,PlanC
5063,96,5763,892,267.6,6080.6,PlanC
5064,100,6002,633,189.9,6226.9,PlanC
5065,86,5165,293,87.9,5272.9,PlanC
5066,12,721,137,41.1,795.1,PlanC
5067,97,5822,559,167.7,5998.7,PlanC
5068,67,4022,469,140.7,4186.7,PlanC
5069,91,5464,51,15.3,5508.3,PlanC
5070,86,5163,305,91.5,5294.5,PlanC
5071,42,2522,538,161.4,2723.4,PlanC
5072,84,5044,61,18.3,5092.3,PlanC
5073,16,963,35,10.5,1003.5,PlanC
5074,55,3305,686,205.8,3513.8,PlanC
5075,92,5523,21,6.3,5572.3,PlanC
5076,10,604,155,46.5,659.5,PlanC
5077,80,4801,256,76.8,4898.8,PlanC
5078,93,5584,620,186,5777,PlanC
5079,32,1923,394,118.2,2073.2,PlanC
5080,94,5643,800,240,5924,PlanC
5081,11,664,159,47.7,728.7,PlanC
5082,43,2584,656,196.8,2796.8,PlanC
5083,30,1803,684,205.2,2042.2,PlanC
5084,98,5884,630,189,6111,PlanC
5085,29,1741,125,37.5,1814.5,PlanC
5086,26,1562,71,21.3,1625.3,PlanC
5087,71,4263,487,146.1,4437.1,PlanC
5088,69,4143,674,202.2,4384.2,PlanC
5089,24,1442,526,157.8,1608.8,PlanC
5090,69,4145,788,236.4,4399.4,PlanC
5091,87,5222,281,84.3,5341.3,PlanC
5092,8,481,486,145.8,656.8,PlanC
5093,31,1863,859,257.7,2126.7,PlanC
5094,16,965,66,19.8,987.8,PlanC
5095,1,61,938,281.4,383.4,PlanC
5096,86,5163,299,89.7,5297.7,PlanC
5097,39,2345,34,10.2,2400.2,PlanC
5098,75,4503,748,224.4,4734.4,PlanC
5099,90,5403,920,276,5696,PlanC
5100,31,1861,603,180.9,2062.9,PlanC
5101,19,1143,963,288.9,1464.9,PlanC
5102,99,5942,626,187.8,6168.8,PlanC
5103,18,1083,25,7.5,1106.5,PlanC
5104,86,5162,284,85.2,5249.2,PlanC
5105,75,4505,865,259.5,4788.5,PlanC
5106,35,2104,976,292.8,2416.8,PlanC
5107,65,3902,441,132.3,4041.3,PlanC
5108,53,3181,617,185.1,3378.1,PlanC
5109,88,5281,126,37.8,5342.8,PlanC
5110,88,5285,621,186.3,5495.3,PlanC
5111,9,542,594,178.2,748.2,PlanC
5112,71,4262,862,258.6,4531.6,PlanC
5113,100,6002,267,80.1,6111.1,PlanC
5114,76,4565,920,276,4853,PlanC
5115,64,3843,398,119.4,4010.4,PlanC
5116,66,3964,386,115.8,4088.8,PlanC
5117,99,5943,494,148.2,6101.2,PlanC
5118,43,2584,102,30.6,2627.6,PlanC
5119,99,5945,831,249.3,6206.3,PlanC
5120,83,4982,119,35.7,5056.7,PlanC
5121,83,4981,350,105,5125,PlanC
5122,88,5285,96,28.8,5360.8,PlanC
5123,99,5941,226,67.8,6028.8,PlanC
5124,56,3365,515,154.5,3530.5,PlanC
5125,27,1623,817,245.1,1877.1,PlanC
5126,68,4083,828,248.4,4379.4,PlanC
5127,75,4505,955,286.5,4840.5,PlanC
5128,35,2102,855,256.5,2401.5,PlanC
5129,90,5401,587,176.1,5617.1,PlanC
5130,18,1083,343,102.9,1216.9,PlanC
5131,13,785,528,158.4,988.4,PlanC
5132,64,3841,836,250.8,4117.8,PlanC
5133,64,3842,646,193.8,4036.8,PlanC
5134,11,665,402,120.6,791.6,PlanC
5135,78,4681,788,236.4,4947.4,PlanC
5136,22,1321,600,180,1511,PlanC
5137,61,3661,724,217.2,3883.2,PlanC
5138,62,3721,548,164.4,3914.4,PlanC
5139,89,5345,294,88.2,5434.2,PlanC
5140,70,4202,48,14.4,4263.4,PlanC
5141,13,781,380,114,945,PlanC
